textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-017693,mood_checkin,STU-2026-0505,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.822,low,False
TXT-017694,mood_checkin,STU-2026-0505,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.935,low,False
TXT-017695,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.743,low,False
TXT-017696,mood_checkin,STU-2026-0506,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.78,low,False
TXT-017697,mood_checkin,STU-2026-0506,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.933,low,False
TXT-017698,mood_checkin,STU-2026-0506,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.87,low,False
TXT-017699,mood_checkin,STU-2026-0506,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.874,medium,0
TXT-017700,mood_checkin,STU-2026-0506,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.823,low,False
TXT-017701,mood_checkin,STU-2026-0506,Scored well on the math quiz! Hard work is finally paying off.,positive,0.827,low,False
TXT-017702,mood_checkin,STU-2026-0506,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.864,medium,False
TXT-017703,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.862,low,False
TXT-017704,mood_checkin,STU-2026-0506,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.778,low,False
TXT-017705,mood_checkin,STU-2026-0506,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.842,low,False
TXT-017706,mood_checkin,STU-2026-0506,Regular school day. Completed notes in English and started the math homework.,neutral,0.808,low,False
TXT-017707,mood_checkin,STU-2026-0506,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.835,low,False
TXT-017708,mood_checkin,STU-2026-0506,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.924,low,False
TXT-017709,mood_checkin,STU-2026-0506,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.858,low,False
TXT-017710,mood_checkin,STU-2026-0506,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.884,low,False
TXT-017711,mood_checkin,STU-2026-0506,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.889,low,False
TXT-017712,mood_checkin,STU-2026-0506,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.943,low,False
TXT-017713,mood_checkin,STU-2026-0506,Regular school day. Completed notes in English and started the math homework.,neutral,0.833,low,False
TXT-017714,mood_checkin,STU-2026-0506,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.94,low,False
TXT-017715,mood_checkin,STU-2026-0506,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.726,low,False
TXT-017716,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.796,low,False
TXT-017717,mood_checkin,STU-2026-0506,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.911,low,False
TXT-017718,mood_checkin,STU-2026-0506,Regular school day. Completed notes in English and started the math homework.,neutral,0.878,low,False
TXT-017719,mood_checkin,STU-2026-0506,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.72,low,False
TXT-017720,mood_checkin,STU-2026-0506,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.912,low,False
TXT-017721,mood_checkin,STU-2026-0506,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.893,low,False
TXT-017722,mood_checkin,STU-2026-0506,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.862,low,False
TXT-017723,mood_checkin,STU-2026-0506,Regular school day. Completed notes in English and started the math homework.,neutral,0.794,low,False
TXT-017724,mood_checkin,STU-2026-0506,"Standard school day, revised chapter 4 during the study break.",neutral,0.829,low,False
TXT-017725,mood_checkin,STU-2026-0506,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.838,low,False
TXT-017726,mood_checkin,STU-2026-0506,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.935,low,False
TXT-017727,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.803,low,False
TXT-017728,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.766,low,False
TXT-017729,mood_checkin,STU-2026-0506,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.854,low,False
TXT-017730,mood_checkin,STU-2026-0506,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.849,medium,0
TXT-017731,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.869,low,False
TXT-017732,mood_checkin,STU-2026-0506,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.923,low,False
TXT-017733,mood_checkin,STU-2026-0506,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.8,low,False
TXT-017734,mood_checkin,STU-2026-0506,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.831,low,False
TXT-017735,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.864,low,False
TXT-017736,mood_checkin,STU-2026-0506,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.844,low,False
TXT-017737,mood_checkin,STU-2026-0506,Scored well on the math quiz! Hard work is finally paying off.,positive,0.945,low,False
TXT-017738,mood_checkin,STU-2026-0507,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.889,low,False
TXT-017739,mood_checkin,STU-2026-0507,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.905,low,False
TXT-017740,mood_checkin,STU-2026-0507,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.961,low,False
TXT-017741,mood_checkin,STU-2026-0507,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.876,low,False
TXT-017742,mood_checkin,STU-2026-0507,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.926,low,False
TXT-017743,mood_checkin,STU-2026-0507,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.819,medium,0
TXT-017744,mood_checkin,STU-2026-0507,Scored well on the math quiz! Hard work is finally paying off.,positive,0.938,low,False
TXT-017745,mood_checkin,STU-2026-0507,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.828,low,False
TXT-017746,mood_checkin,STU-2026-0507,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.853,low,False
TXT-017747,mood_checkin,STU-2026-0507,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.767,low,False
TXT-017748,mood_checkin,STU-2026-0507,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.902,low,False
TXT-017749,mood_checkin,STU-2026-0507,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.845,low,False
TXT-017750,mood_checkin,STU-2026-0507,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.85,low,False
TXT-017751,mood_checkin,STU-2026-0507,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.938,low,False
TXT-017752,mood_checkin,STU-2026-0507,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.86,low,False
TXT-017753,mood_checkin,STU-2026-0507,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.883,low,False
TXT-017754,mood_checkin,STU-2026-0507,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.84,low,False
TXT-017755,mood_checkin,STU-2026-0507,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.892,low,False
TXT-017756,mood_checkin,STU-2026-0507,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.845,low,False
TXT-017757,mood_checkin,STU-2026-0507,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.945,low,False
TXT-017758,mood_checkin,STU-2026-0507,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.866,low,False
TXT-017759,mood_checkin,STU-2026-0507,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.931,low,False
TXT-017760,mood_checkin,STU-2026-0507,"Standard school day, revised chapter 4 during the study break.",neutral,0.795,low,False
TXT-017761,mood_checkin,STU-2026-0508,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.858,low,False
TXT-017762,mood_checkin,STU-2026-0508,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.913,low,False
TXT-017763,mood_checkin,STU-2026-0508,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.93,low,False
TXT-017764,mood_checkin,STU-2026-0508,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.853,low,False
TXT-017765,mood_checkin,STU-2026-0508,Scored well on the math quiz! Hard work is finally paying off.,positive,0.972,low,False
TXT-017766,mood_checkin,STU-2026-0508,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.952,low,False
TXT-017767,mood_checkin,STU-2026-0508,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.949,low,False
TXT-017768,mood_checkin,STU-2026-0508,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.948,low,False
TXT-017769,mood_checkin,STU-2026-0508,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.923,low,False
TXT-017770,mood_checkin,STU-2026-0508,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.808,low,False
TXT-017771,mood_checkin,STU-2026-0508,Scored well on the math quiz! Hard work is finally paying off.,positive,0.929,low,False
TXT-017772,mood_checkin,STU-2026-0508,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.924,low,False
TXT-017773,mood_checkin,STU-2026-0508,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.836,low,False
TXT-017774,mood_checkin,STU-2026-0508,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.884,low,False
TXT-017775,mood_checkin,STU-2026-0508,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.912,low,False
TXT-017776,mood_checkin,STU-2026-0508,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.9,low,False
TXT-017777,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.813,medium,False
TXT-017778,mood_checkin,STU-2026-0509,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.853,medium,0
TXT-017779,mood_checkin,STU-2026-0509,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.886,medium,False
TXT-017780,mood_checkin,STU-2026-0509,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.76,medium,False
TXT-017781,mood_checkin,STU-2026-0509,I was shoved down near the bleachers during recess and threatened not to report it.,aggression,0.852,high,True
TXT-017782,mood_checkin,STU-2026-0509,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.867,medium,0
TXT-017783,mood_checkin,STU-2026-0509,"Standard school day, revised chapter 4 during the study break.",neutral,0.706,low,False
TXT-017784,mood_checkin,STU-2026-0509,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.869,high,True
TXT-017785,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.906,medium,0
TXT-017786,mood_checkin,STU-2026-0509,A student pushed me hard against the lockers in the hallway and told me to watch my back.,aggression,0.79,high,True
TXT-017787,mood_checkin,STU-2026-0509,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.893,medium,0
TXT-017788,mood_checkin,STU-2026-0509,A student pushed me hard against the lockers in the hallway and told me to watch my back.,aggression,0.78,high,True
TXT-017789,mood_checkin,STU-2026-0509,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.9,medium,False
TXT-017790,mood_checkin,STU-2026-0509,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.791,low,False
TXT-017791,mood_checkin,STU-2026-0509,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.877,medium,False
TXT-017792,mood_checkin,STU-2026-0509,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.804,medium,0
TXT-017793,mood_checkin,STU-2026-0509,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.795,medium,False
TXT-017794,mood_checkin,STU-2026-0509,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.855,medium,0
TXT-017795,mood_checkin,STU-2026-0509,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.83,medium,0
TXT-017796,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.787,medium,0
TXT-017797,mood_checkin,STU-2026-0509,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.849,medium,False
TXT-017798,mood_checkin,STU-2026-0509,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.755,medium,False
TXT-017799,mood_checkin,STU-2026-0509,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.896,medium,0
TXT-017800,mood_checkin,STU-2026-0509,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.908,medium,0
TXT-017801,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.784,medium,False
TXT-017802,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.854,medium,False
TXT-017803,mood_checkin,STU-2026-0509,He threw his heavy notebook straight at my face when the teacher stepped out.,aggression,0.817,high,True
TXT-017804,mood_checkin,STU-2026-0509,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.796,medium,False
TXT-017805,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.842,medium,0
TXT-017806,mood_checkin,STU-2026-0509,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.861,medium,0
TXT-017807,mood_checkin,STU-2026-0509,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.751,medium,False
TXT-017808,mood_checkin,STU-2026-0509,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.767,low,False
TXT-017809,mood_checkin,STU-2026-0509,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.864,medium,False
TXT-017810,mood_checkin,STU-2026-0509,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.796,medium,False
TXT-017811,mood_checkin,STU-2026-0509,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.848,medium,False
TXT-017812,mood_checkin,STU-2026-0509,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.864,medium,False
TXT-017813,mood_checkin,STU-2026-0509,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.858,high,True
TXT-017814,mood_checkin,STU-2026-0509,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.83,medium,0
TXT-017815,mood_checkin,STU-2026-0509,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.784,medium,0
TXT-017816,mood_checkin,STU-2026-0509,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.768,low,False
TXT-017817,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.856,medium,False
TXT-017818,mood_checkin,STU-2026-0509,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.874,high,True
TXT-017819,mood_checkin,STU-2026-0509,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.898,medium,0
TXT-017820,mood_checkin,STU-2026-0509,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.844,medium,False
TXT-017821,mood_checkin,STU-2026-0509,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.795,medium,0
TXT-017822,mood_checkin,STU-2026-0509,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.844,medium,False
TXT-017823,mood_checkin,STU-2026-0509,"Every time I answer a question in English class, three students mock the way I speak.",bullying_indicator,0.913,high,True
TXT-017824,mood_checkin,STU-2026-0509,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.88,medium,False
TXT-017825,mood_checkin,STU-2026-0509,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.861,medium,0
TXT-017826,mood_checkin,STU-2026-0509,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.962,high,True
TXT-017827,mood_checkin,STU-2026-0509,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.838,medium,False
TXT-017828,mood_checkin,STU-2026-0509,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.902,medium,False
TXT-017829,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.919,medium,0
TXT-017830,mood_checkin,STU-2026-0509,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.87,high,True
TXT-017831,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.855,medium,False
TXT-017832,mood_checkin,STU-2026-0509,"Standard school day, revised chapter 4 during the study break.",neutral,0.742,low,False
TXT-017833,mood_checkin,STU-2026-0509,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.75,medium,0
TXT-017834,mood_checkin,STU-2026-0509,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.753,medium,0
TXT-017835,mood_checkin,STU-2026-0509,Someone cornered me near the staircase and aggressively demanded my lunch money.,aggression,0.882,high,True
TXT-017836,mood_checkin,STU-2026-0509,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.785,medium,False
TXT-017837,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.75,medium,False
TXT-017838,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.756,medium,0
TXT-017839,mood_checkin,STU-2026-0509,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.891,medium,False
TXT-017840,mood_checkin,STU-2026-0509,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.823,medium,False
TXT-017841,mood_checkin,STU-2026-0509,He threw his heavy notebook straight at my face when the teacher stepped out.,aggression,0.774,high,True
TXT-017842,mood_checkin,STU-2026-0509,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.777,medium,False
TXT-017843,mood_checkin,STU-2026-0509,Regular school day. Completed notes in English and started the math homework.,neutral,0.751,low,False
TXT-017844,mood_checkin,STU-2026-0509,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.903,medium,0
TXT-017845,mood_checkin,STU-2026-0509,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.781,medium,False
TXT-017846,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.792,medium,0
TXT-017847,mood_checkin,STU-2026-0509,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.832,medium,0
TXT-017848,mood_checkin,STU-2026-0509,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.78,medium,False
TXT-017849,mood_checkin,STU-2026-0509,They made a class group chat without me and were making inside jokes about me today.,isolation,0.886,medium,0
TXT-017850,mood_checkin,STU-2026-0509,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.85,medium,0
TXT-017851,mood_checkin,STU-2026-0509,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.82,medium,0
TXT-017852,mood_checkin,STU-2026-0509,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.765,medium,False
TXT-017853,mood_checkin,STU-2026-0509,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.913,high,True
TXT-017854,mood_checkin,STU-2026-0509,Regular school day. Completed notes in English and started the math homework.,neutral,0.727,low,False
TXT-017855,mood_checkin,STU-2026-0509,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.841,medium,0
TXT-017856,mood_checkin,STU-2026-0509,Regular school day. Completed notes in English and started the math homework.,neutral,0.864,low,False
TXT-017857,mood_checkin,STU-2026-0509,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.752,medium,0
TXT-017858,mood_checkin,STU-2026-0509,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.847,medium,False
TXT-017859,mood_checkin,STU-2026-0510,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.803,low,False
TXT-017860,mood_checkin,STU-2026-0510,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.851,medium,0
TXT-017861,mood_checkin,STU-2026-0510,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.779,low,False
TXT-017862,mood_checkin,STU-2026-0510,"Standard school day, revised chapter 4 during the study break.",neutral,0.863,low,False
TXT-017863,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.726,low,False
TXT-017864,mood_checkin,STU-2026-0510,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.724,low,False
TXT-017865,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.752,low,False
TXT-017866,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.762,low,False
TXT-017867,mood_checkin,STU-2026-0510,Someone cornered me near the staircase and aggressively demanded my lunch money.,aggression,0.874,high,True
TXT-017868,mood_checkin,STU-2026-0510,Scored well on the math quiz! Hard work is finally paying off.,positive,0.819,low,False
TXT-017869,mood_checkin,STU-2026-0510,They made a class group chat without me and were making inside jokes about me today.,isolation,0.858,medium,0
TXT-017870,mood_checkin,STU-2026-0510,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.9,medium,0
TXT-017871,mood_checkin,STU-2026-0510,They made a class group chat without me and were making inside jokes about me today.,isolation,0.859,medium,0
TXT-017872,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.855,low,False
TXT-017873,mood_checkin,STU-2026-0510,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.78,medium,0
TXT-017874,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.876,low,False
TXT-017875,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.873,low,False
TXT-017876,mood_checkin,STU-2026-0510,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.816,low,False
TXT-017877,mood_checkin,STU-2026-0510,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.871,low,False
TXT-017878,mood_checkin,STU-2026-0510,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.867,medium,False
TXT-017879,mood_checkin,STU-2026-0510,Regular school day. Completed notes in English and started the math homework.,neutral,0.791,low,False
TXT-017880,mood_checkin,STU-2026-0510,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.849,low,False
TXT-017881,mood_checkin,STU-2026-0510,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.839,low,False
TXT-017882,mood_checkin,STU-2026-0510,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.795,low,False
TXT-017883,mood_checkin,STU-2026-0510,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.769,low,False
TXT-017884,mood_checkin,STU-2026-0511,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.827,low,False
TXT-017885,mood_checkin,STU-2026-0511,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.882,low,False
TXT-017886,mood_checkin,STU-2026-0511,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.794,medium,False
TXT-017887,mood_checkin,STU-2026-0511,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.828,low,False
TXT-017888,mood_checkin,STU-2026-0511,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.794,medium,False
TXT-017889,mood_checkin,STU-2026-0511,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.709,low,False
TXT-017890,mood_checkin,STU-2026-0511,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.741,low,False
TXT-017891,mood_checkin,STU-2026-0511,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.707,low,False
TXT-017892,mood_checkin,STU-2026-0511,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.814,medium,0
TXT-017893,mood_checkin,STU-2026-0511,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.754,low,False
TXT-017894,mood_checkin,STU-2026-0511,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.738,low,False
TXT-017895,mood_checkin,STU-2026-0511,"Standard school day, revised chapter 4 during the study break.",neutral,0.785,low,False
TXT-017896,mood_checkin,STU-2026-0511,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.847,low,False
TXT-017897,mood_checkin,STU-2026-0511,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.772,low,False
TXT-017898,mood_checkin,STU-2026-0511,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.778,low,False
TXT-017899,mood_checkin,STU-2026-0511,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.836,low,False
TXT-017900,mood_checkin,STU-2026-0511,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.85,low,False
TXT-017901,mood_checkin,STU-2026-0511,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.855,low,False
TXT-017902,mood_checkin,STU-2026-0511,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.8,low,False
TXT-017903,mood_checkin,STU-2026-0511,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.85,low,False
TXT-017904,mood_checkin,STU-2026-0511,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.81,low,False
TXT-017905,mood_checkin,STU-2026-0511,"Standard school day, revised chapter 4 during the study break.",neutral,0.724,low,False
TXT-017906,mood_checkin,STU-2026-0511,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.865,low,False
TXT-017907,mood_checkin,STU-2026-0511,"Standard school day, revised chapter 4 during the study break.",neutral,0.813,low,False
TXT-017908,mood_checkin,STU-2026-0511,Regular school day. Completed notes in English and started the math homework.,neutral,0.774,low,False
TXT-017909,mood_checkin,STU-2026-0511,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.72,low,False
TXT-017910,mood_checkin,STU-2026-0511,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.747,low,False
TXT-017911,mood_checkin,STU-2026-0511,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.704,low,False
TXT-017912,mood_checkin,STU-2026-0511,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.802,low,False
TXT-017913,mood_checkin,STU-2026-0511,Regular school day. Completed notes in English and started the math homework.,neutral,0.755,low,False
TXT-017914,mood_checkin,STU-2026-0511,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.823,low,False
TXT-017915,mood_checkin,STU-2026-0511,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.737,low,False
TXT-017916,mood_checkin,STU-2026-0511,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.87,medium,False
TXT-017917,mood_checkin,STU-2026-0511,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.824,low,False
TXT-017918,mood_checkin,STU-2026-0512,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.851,high,True
